SignDescription,X_2011NAD83,Y_2011NAD83,MERGE_SRC,Z
R10-3e / ,1197567.598275557160378,872897.750055968761444,Mach9_SignFace,179.136199999993551
D3-1 / MAIN ST,1177745.466660052537918,909665.105654969811440,Mach9_SignFace,21.130199999999604
W16-9P / AHEAD,1184973.981730550527573,899066.482823386788368,Mach9_SignFace,394.506800000002841
W3-3 / ,1204036.629628807306290,888036.537363648414612,Mach9_SignFace,60.081500000000233
M6-2 / ,1203318.439464136958122,887622.866603061556816,Mach9_SignFace,44.789099999994505
R2-1 / 35,1197567.592041969299316,872897.785488978028297,Mach9_SignFace,181.606100000004517
"R3-5b / MON-FRI
7AM-9AM
4PM-6PM",1199340.951356142759323,878047.819152146577835,Mach9_SignFace,229.178100000004633
W10-1 / RR,1177895.263604551553726,909664.458674639463425,Mach9_SignFace,22.828200000003562
D1-1a / EMERALD CITY,1199326.616739138960838,877681.707351565361023,Mach9_SignFace,221.223199999993085
"R3-8a / LEFT
&
U-TURN
AHEAD",1208211.891947552561760,889297.087664052844048,Mach9_SignFace,66.316600000005565
R3-2 / No Left Turn,1177744.883327886462212,909664.891088470816612,Mach9_SignFace,17.329199999992852
W1-1 / ,1201801.241383060812950,889741.346289977431297,Mach9_SignFace,117.326400000005378
R1-2 / YIELD,1207032.538007050752640,889313.258235394954681,Mach9_SignFace,67.756099999998696
D1-1 / ,1201373.393813550472260,885788.575980305671692,Mach9_SignFace,87.250100000004750
E5-1 / EXIT,1187991.028517976403236,896965.467668473720551,Mach9_SignFace,375.951199999995879
M1-6 / ,1185574.178692892193794,898538.354286476969719,Mach9_SignFace,405.903699999995297
W16-13P / BLACK LIVES MATTER,1202399.222798645496368,888754.091702803969383,Mach9_SignFace,73.666800000006333
R10-3e / Push Button Wait For Walk Signal,1190465.744369059801102,896587.481547802686691,Mach9_SignFace,304.545299999997951
R3-2 / ,1177606.691018968820572,906312.994577065110207,Mach9_SignFace,52.625400000004447
D1-1 / ,1199848.397519722580910,882312.695136815309525,Mach9_SignFace,198.912800000005518
R10-3e / Push Button Wait For Walk Signal,1198743.290149882435799,875869.614847138524055,Mach9_SignFace,207.899199999999837
R5-1 / DO NOT ENTER,1178688.327963307499886,905162.570696815848351,Mach9_SignFace,166.228400000007241
"MUTCD / PLEASE
DO YOUR PART
TO CONTROL
LITTERING",1182410.785741478204727,901508.931022480130196,Mach9_SignFace,343.169500000003609
R7-1 / P,1196998.758205890655518,871237.317025139927864,Mach9_SignFace,174.512300000002142
E1-5 / FREEWAY ENTRANCE,1224078.527208968997002,887775.993921473622322,Mach9_SignFace,51.556299999996554
R10-3e / Push Button Wait For Walk Signal,1196922.847268477082253,871227.322294473648071,Mach9_SignFace,180.358500000002095
D1-1 / LES SCHWAB,1196352.238501548767090,868422.850541219115257,Mach9_SignFace,172.172800000000279
R10-3e / Push Button Wait For Walk Signal,1190477.336209386587143,896699.616166055202484,Mach9_SignFace,304.010899999993853
D3-1 / 11th Ave NE,1193062.132877051830292,862443.483891054987907,Mach9_SignFace,328.902600000001257
R2-1 / 2.5,1196998.794951215386391,871237.611643970012665,Mach9_SignFace,175.901599999997416
R7-1 / NO STOPPING,1184795.884317725896835,899584.985723391175270,Mach9_SignFace,384.037899999995716
R7-8 / ,1221900.927889645099640,889348.063611969351768,Mach9_SignFace,41.700700000001234
I1-1 / WELCOME TO,1197199.403145805001259,893729.077815815806389,Mach9_SignFace,222.966000000000349
W20-1 / ,1200364.984413057565689,891013.274848476052284,Mach9_SignFace,153.167900000000373
D11-1 / 331,1196937.304916724562645,893941.508165225386620,Mach9_SignFace,240.093099999998230
M6-2B / ,1189205.507060140371323,896685.541391059756279,Mach9_SignFace,332.742400000002817
D5-4 / Interurban Trail,1189205.526417061686516,896685.568621978163719,Mach9_SignFace,333.834499999997206
"G20-2a / DriveUp & Go
Pickup",1210724.344599798321724,889099.398098811507225,Mach9_SignFace,42.869200000001001
D3-1 / 31st Ave NE,1198381.882408142089844,875029.473154723644257,Mach9_SignFace,205.252900000006775
W8-13 / BRIDGE ICES BEFORE ROAD,1203453.780072718858719,887499.704775899648666,Mach9_SignFace,41.599100000006729
W13-1P / 15 MPH,1203443.562901556491852,887504.067628055810928,Mach9_SignFace,38.782800000000861
W1-8R / ,1190053.461400970816612,896622.576621979475021,Mach9_SignFace,308.472999999998137
D3-1 / NE 137th St,1199344.432320311665535,878501.765094637870789,Mach9_SignFace,241.512700000006589
W14-2 / NO OUTLET,1203443.487442389130592,887504.055160894989967,Mach9_SignFace,41.250000000000000
D1-1 / ,1212658.592043638229370,888554.490395978093147,Mach9_SignFace,45.063999999998487
R10-3e / Push Button Wait For Walk Signal,1196414.614361047744751,868333.649604141712189,Mach9_SignFace,159.850699999995413
D1-1 / ,1195003.261868804693222,896042.480341225862503,Mach9_SignFace,349.512100000007194
"D1-1 / LAKE FOREST PARK
CITY HALL
TOWN CENTER
PUBLIC LIBRARY",1203391.320880055427551,887512.573188468813896,Mach9_SignFace,43.270999999993364
M1-4 / 74,1192145.252164885401726,861537.358734816312790,Mach9_SignFace,269.045599999997648
D3-1 / NE 73rd St,1192144.044490143656731,861535.628423303365707,Mach9_SignFace,269.830600000001141
I-2 / ,1200173.403431385755539,882659.691161975264549,Mach9_SignFace,191.477400000003399
R7-201 / ,1207832.524924144148827,889195.509455144405365,Mach9_SignFace,68.873099999997066
D3-1 / NE Northgate Wy,1197148.036122560501099,871921.239213719964027,Mach9_SignFace,185.066300000005867
R7-1 / Customer Parking Only,1207848.036704137921333,889196.631172060966492,Mach9_SignFace,68.839699999996810
R9-3 / ,1194445.747563883662224,896499.550949394702911,Mach9_SignFace,333.710500000001048
D3-1 / 522 BOTHELL WAY NE,1203434.993692964315414,887527.927488476037979,Mach9_SignFace,54.918099999995320
R8-3 / No Parking,1195619.616279140114784,866341.618483230471611,Mach9_SignFace,248.848499999992782
R1-2 / YIELD,1185371.728310391306877,898768.199299231171608,Mach9_SignFace,406.981299999999464
I-12 / NATIONAL SCENIC BYWAY,1185371.423849061131477,898768.225545898079872,Mach9_SignFace,404.262100000007194
R7-8 / ,1199295.568900972604752,881288.026582479476929,Mach9_SignFace,241.566900000005262
R6-1 / ,1199281.181790634989738,881287.984915897250175,Mach9_SignFace,241.580799999996088
D3-1 / NE 178 ST,1202333.393205881118774,888869.700067386031151,Mach9_SignFace,80.112999999997555
R5-1a / WRONG WAY,1178834.203327715396881,905040.550271555781364,Mach9_SignFace,169.230999999999767
R10-3e / PUSH BUTTON WAIT FOR WALK SIGNAL,1214002.659565478563309,888160.186722636222839,Mach9_SignFace,43.829199999992852
R10-3e / PUSH BUTTON FOR WALK SIGNAL,1213996.727490723133087,888170.168658062815666,Mach9_SignFace,43.538100000005215
W1-2 / ,1213170.459786310791969,888248.574997305870056,Mach9_SignFace,42.694900000002235
W13-1P / 20 MPH,1213170.514248132705688,888248.615679636597633,Mach9_SignFace,40.428499999994528
R2-1 / 25,1195793.048675060272217,866609.089733064174652,Mach9_SignFace,232.617599999997765
"D11-1 / 522
322
372",1199346.615714892745018,880759.623439803719521,Mach9_SignFace,243.686499999996158
"I-2 / CITY OF EDMONDS
INCORPORATED AUG. 11, 1890",1189163.416921228170395,896831.110653728246689,Mach9_SignFace,334.596799999999348
D3-1 / Lake City Wy NE,1195792.116262227296829,865975.105436727404594,Mach9_SignFace,263.248099999997066
W3-5 / PLEASE SLOW DOWN,1196184.187328472733498,894809.832215979695320,Mach9_SignFace,266.095799999995506
R7-8 / NO PARKING FIRE LANE,1205395.727632388472557,889056.202647149562836,Mach9_SignFace,78.231400000004214
R10-3e / Push Button Wait For Walk Signal,1177976.585948467254639,909623.823257222771645,Mach9_SignFace,22.964600000006612
W3-1a / ,1206879.010098889470100,889144.604701310396194,Mach9_SignFace,62.903200000000652
D3-1 / KAYSNER WAY,1222390.683471798896790,889218.798450559377670,Mach9_SignFace,55.214200000002165
"R7-1 / Parking For Badger Safe and Lock Only
24 HOURS - 7 DAYS",1197508.139733061194420,872673.117303147912025,Mach9_SignFace,177.197700000004261
D3-1 / 25TH AVE NE,1197100.190089643001556,893791.164961978793144,Mach9_SignFace,243.624899999995250
R7-8 / RESERVED PARKING,1199646.292937055230141,881645.241747304797173,Mach9_SignFace,228.891799999997602
D11-1b / Burke-Gilman Trail,1209590.975475475192070,889192.067860975861549,Mach9_SignFace,42.447799999994459
D1-1b / Burke-Gilman Trail,1209590.920029386878014,889192.049160227179527,Mach9_SignFace,41.148799999995390
R2-1 / ,1223543.421979978680611,887689.933398053050041,Mach9_SignFace,47.873999999996158
D1-1 / ,1179885.476487636566162,903230.202842399477959,Mach9_SignFace,295.128299999996671
"OTC-1 / 230 522
372",1219393.557576298713684,888779.379053816199303,Mach9_SignFace,56.601500000004307
R3-2 / NO LEFT TURN,1205399.615419894456863,889100.174672052264214,Mach9_SignFace,80.283200000005309
R1-1 / STOP,1200494.159351557493210,883430.431418389081955,Mach9_SignFace,179.072400000004563
"unknown / 372
322
330
522",1199338.684300303459167,878568.930970802903175,Mach9_SignFace,240.559599999993225
R3-5L / ONLY,1193772.734474226832390,863454.986461222171783,Mach9_SignFace,359.841100000005099
R3-1 / NO LEFT TURN,1192037.846539810299873,860058.032953307032585,Mach9_SignFace,203.732199999998556
R3-5L / ONLY,1200494.391634553670883,883430.111865222454071,Mach9_SignFace,176.205799999996088
R3-2 / ,1193806.372858390212059,863489.856470227241516,Mach9_SignFace,363.575400000001537
R7-107 / NO COMMUTER PARKING Vehicles Will Be Towed,1194800.827234297990799,896195.589286983013153,Mach9_SignFace,330.539600000003702
R5-1 / DO NOT ENTER,1193372.280550718307495,863046.955125063657761,Mach9_SignFace,340.750299999999697
"R7-201a / NO PARK & RIDE PARKING
NO OVERNIGHT PARKING",1194661.013865634799004,896356.431156888604164,Mach9_SignFace,334.845300000000861
"D1-1 / PUBLIC NOTICE
Proposed Land Use

Application Type:
Project No.:
Applicant:
City Planner:
Phone Number:

Engineering permit with SEPA
File No.:

Drainage and restoration work

Zoning:
Zoning Code:

Applicant's Contact:
Phone Number:",1207163.848439976572990,889205.713174894452095,Mach9_SignFace,66.751300000003539
D1-1 / East 522 West,1223576.343173965811729,887740.003507897257805,Mach9_SignFace,60.030199999993783
R3-5R / ONLY,1219225.910929977893829,886464.184209138154984,Mach9_SignFace,93.543000000005122
"R10-3e / PUSH BUTTON
WAIT FOR
WALK SIGNAL",1196603.816738560795784,868887.706894978880882,Mach9_SignFace,157.848299999997835
R2-1 / 5,1222138.055040061473846,889186.564263060688972,Mach9_SignFace,35.960699999995995
D1-2 / 522 East Bothell Monroe 104 West Edmonds Mountlake Terrace,1202756.820836722850800,887188.295293733477592,Mach9_SignFace,59.459400000007008
W13-1P / 25 MPH,1193568.169594645500183,896687.107988983392715,Mach9_SignFace,324.877999999996973
D1-1 / ,1197073.808908805251122,893917.628619804978371,Mach9_SignFace,226.119600000005448
R10-3e / Push Button Wait For Walk Signal,1195513.463276222348213,895292.781053230166435,Mach9_SignFace,299.913599999999860
D1-1 / CASH FOR WAREHOUSES & LAND,1194326.138223052024841,896579.795211479067802,Mach9_SignFace,330.654299999994691
D3-1 / 67TH AVE NE,1209476.726032048463821,889328.373034566640854,Mach9_SignFace,49.724499999996624
M6-3 / ,1197030.155124723911285,871868.657954052090645,Mach9_SignFace,185.495500000004540
R5-1a / WRONG WAY,1187991.364803388714790,896965.242603302001953,Mach9_SignFace,377.173599999994622
D3-1 / 6th Ave NE,1191619.431366130709648,861360.680610477924347,Mach9_SignFace,234.498200000001816
"D1-2 / Everett Bellevue
JCT 1/4 MILE",1223125.452999636530876,888053.599009305238724,Mach9_SignFace,48.051000000006752
,1199255.251396298408508,878496.384199887514114,TetraTech_SignsLights_NAD83,0.000000000000000
,1195424.052037715911865,865097.362113475799561,TetraTech_SignsLights_NAD83,0.000000000000000
,1194366.032172143459320,896542.972122386097908,TetraTech_SignsLights_NAD83,0.000000000000000
,1179739.726122975349426,903416.541380479931831,TetraTech_SignsLights_NAD83,0.000000000000000
,1180867.559497222304344,902187.305649980902672,TetraTech_SignsLights_NAD83,0.000000000000000
,1182760.877560973167419,901791.449486315250397,TetraTech_SignsLights_NAD83,0.000000000000000
,1183360.716256305575371,902116.323180392384529,TetraTech_SignsLights_NAD83,0.000000000000000
,1183360.698867887258530,902115.593851149082184,TetraTech_SignsLights_NAD83,0.000000000000000
,1194701.282157808542252,896135.303646385669708,TetraTech_SignsLights_NAD83,0.000000000000000
,1195177.118804559111595,895818.199293732643127,TetraTech_SignsLights_NAD83,0.000000000000000
,1195249.846677467226982,895568.014754727482796,TetraTech_SignsLights_NAD83,0.000000000000000
,1197091.730460882186890,893798.265341475605965,TetraTech_SignsLights_NAD83,0.000000000000000
,1199728.762916475534439,891004.894943982362747,TetraTech_SignsLights_NAD83,0.000000000000000
,1201676.332184061408043,890030.197746396064758,TetraTech_SignsLights_NAD83,0.000000000000000
,1201681.541491225361824,889999.426482468843460,TetraTech_SignsLights_NAD83,0.000000000000000
,1201644.845042303204536,889921.798684969544411,TetraTech_SignsLights_NAD83,0.000000000000000
,1201682.759336560964584,890031.512048229575157,TetraTech_SignsLights_NAD83,0.000000000000000
,1201859.525715306401253,889567.715075552463531,TetraTech_SignsLights_NAD83,0.000000000000000
,1202101.720440894365311,889156.814650639891624,TetraTech_SignsLights_NAD83,0.000000000000000
,1202969.670804724097252,888122.747164979577065,TetraTech_SignsLights_NAD83,0.000000000000000
"[""Water City Hall, Post Office, Health Center, National Counting Park & Trail"", ""Bedford City Mall, New Street, Post Office, Bedford Landing Park & Trails"", ""Bristol City Hall, Main Street, Park Avenue Stadium, Bristol Landing Park & Trails"", ""Bothell Lan",1221106.454741060733795,889345.038683637976646,TetraTech_SignsLights_NAD83,0.000000000000000
"[""No walking"", ""No walking""]",1220884.091012552380562,889348.386774063110352,TetraTech_SignsLights_NAD83,0.000000000000000
"[""NO PARKING, PERMIT REQUIRED, 9AM-5PM, MON-FRI"", ""NO PARKING ANYTIME"", ""NO PARKING"", ""No Parking""]",1220670.233828723430634,889335.497036054730415,TetraTech_SignsLights_NAD83,0.000000000000000
"[""NO ENTRY"", ""DO NOT ENTER""]",1220650.712214216589928,889240.677015721797943,TetraTech_SignsLights_NAD83,0.000000000000000
"[""DO NOT ENTER"", ""DO NOT ENTER"", ""NO TURN"", ""DO NOT ENTER"", ""DO NOT ENTER""]",1220649.809656977653503,889221.721344977617264,TetraTech_SignsLights_NAD83,0.000000000000000
"[""No Pedestrians"", ""No Walking""]",1220975.207956299185753,889351.890047892928123,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1220463.031159132719040,889186.718134149909019,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1220460.816596642136574,889198.078347638249397,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1220458.363845631480217,889209.808639138936996,TetraTech_SignsLights_NAD83,0.000000000000000
"[""RIGHT LANE MUST TURN RIGHT"", ""Dont walk""]",1220450.219176888465881,889254.139259144663811,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """"]",1220353.740367218852043,889150.768402889370918,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """"]",1220292.635830640792847,889226.533671304583549,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """"]",1220293.136485800147057,889215.575687974691391,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """"]",1220342.395245552062988,889149.554494559764862,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """"]",1220293.661091059446335,889205.711534470319748,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """"]",1220331.311934381723404,889149.064666137099266,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """"]",1220464.761798724532127,889175.733247980475426,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1219305.779208555817604,886430.441822558641434,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """"]",1219316.761141970753670,886426.189534470438957,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """"]",1219331.179092139005661,886421.497614726424217,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """"]",1219226.160273298621178,886447.131421729922295,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """"]",1219217.028401806950569,886423.245314642786980,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """"]",1219189.996631726622581,886379.678144559264183,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """"]",1219215.452289476990700,886361.974439814686775,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """"]",1219231.449632808566093,886350.679842978715897,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """"]",1219223.458835139870644,886356.691970065236092,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1219238.948305472731590,886344.678542643785477,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """"]",1219204.533676132559776,886369.144701063632965,TetraTech_SignsLights_NAD83,0.000000000000000
"[""No Pedestrians"", ""No Pedestrian"", ""No Walking"", ""No Walking""]",1219226.509353965520859,886451.867632731795311,TetraTech_SignsLights_NAD83,0.000000000000000
,1197093.172059059143066,893732.181156054139137,TetraTech_SignsLights_NAD83,0.000000000000000
"[""BUSES ONLY"", ""BUSES ONLY""]",1219202.097657382488251,886370.292336553335190,TetraTech_SignsLights_NAD83,0.000000000000000
"[""TTT"", """"]",1219141.382883802056313,886305.561494886875153,TetraTech_SignsLights_NAD83,0.000000000000000
"[""MILE 9"", ""9""]",1218959.130295559763908,886197.127000480890274,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", ""9"", ""9"", ""MILE 9"", ""9""]",1218953.404585227370262,886103.469051316380501,TetraTech_SignsLights_NAD83,0.000000000000000
"[""sharp turn right"", ""curve ahead"", """"]",1218710.555005311965942,886105.826330065727234,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """"]",1197046.866049304604530,871880.440738886594772,TetraTech_SignsLights_NAD83,0.000000000000000
"[""SPEED LIMIT 35"", ""SPEED LIMIT 35""]",1218432.505036473274231,886345.415417805314064,TetraTech_SignsLights_NAD83,0.000000000000000
"[""BUSES ONLY"", ""RIGHT LANE BUSES ONLY EXCEPT RIGHT TURNS"", ""RIGHT LANE BUSES ONLY EXCEPT RIGHT TURNS""]",1218315.116491720080376,886413.287985473871231,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", ""30"", ""Curve ahead"", ""30"", ""turn left"", """", ""30"", """"]",1218118.340966641902924,886429.247271135449409,TetraTech_SignsLights_NAD83,0.000000000000000
,1202867.211692050099373,888217.017317637801170,TetraTech_SignsLights_NAD83,0.000000000000000
"[""BUSES ONLY"", ""RIGHT LANE BUSES ONLY EXCEPT RIGHT TURNS"", ""Buses Only"", ""SPEED LIMIT"", ""NO PARKING""]",1217976.842233881354332,886610.404717221856117,TetraTech_SignsLights_NAD83,0.000000000000000
"[""RIGHT LANE MUST TURN RIGHT"", ""RIGHT LANE MUST TURN RIGHT"", ""RIGHT LANE MUST TURN RIGHT""]",1217535.529140144586563,886855.751995563507080,TetraTech_SignsLights_NAD83,0.000000000000000
"[""JUST AHEAD"", ""FASTEAVE"", ""91ST AVE"", ""917"", """", ""T intersection""]",1217470.188719645142555,886883.814931556582451,TetraTech_SignsLights_NAD83,0.000000000000000
"[""RIGHT LANE MUST TURN RIGHT"", ""RIGHT LANE MUST TURN RIGHT"", ""RIGHT LANE MUST TURN RIGHT"", ""RIGHT LANE MUST TURN RIGHT""]",1217387.217428892850876,886915.911652147769928,TetraTech_SignsLights_NAD83,0.000000000000000
"[""RIGHT LANE TRANSIT ONLY EXCEPT RIGHT TURNS"", ""RIGHT LANE TRANSIT ONLY EXCEPT RIGHT TURN""]",1217159.338947638869286,886983.646752893924713,TetraTech_SignsLights_NAD83,0.000000000000000
"[""No Pedestrians"", ""No pedestrians"", ""No walking"", ""no trespassing""]",1217149.055831715464592,886986.060461983084679,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """"]",1217102.712420478463173,887027.576783135533333,TetraTech_SignsLights_NAD83,0.000000000000000
"[""ONLY"", ""ONLY""]",1217107.364970222115517,886947.559554725885391,TetraTech_SignsLights_NAD83,0.000000000000000
,1180239.733981221914291,902840.107493981719017,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", ""Stop""]",1216080.301735639572144,887110.487050399184227,TetraTech_SignsLights_NAD83,0.000000000000000
"[""ONLY"", ""ONLY""]",1216113.729818388819695,887041.152215301990509,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", ""PARKING"", """", ""Bus Stop""]",1215965.418763309717178,887123.582496643066406,TetraTech_SignsLights_NAD83,0.000000000000000
"[""DEAD END ONLY"", ""RIGHT LANE TRANSIT ONLY EXCEPT RIGHT TURN"", ""RIGHT LANE TRANSIT ONLY EXCEPT RIGHT TURNS"", ""RIGHT LANE, TRANSIT ONLY, EXCEPT RIGHT TURNS"", ""BUS STOP""]",1215719.247667714953423,887232.240087732672691,TetraTech_SignsLights_NAD83,0.000000000000000
"[""No walking"", ""No Dancing"", ""No U Turn""]",1217058.150173634290695,887004.100124061107635,TetraTech_SignsLights_NAD83,0.000000000000000
"[""TAXI ONLY"", ""RIGHT LANE TRANSIT ONLY"", ""RIGHT LANE ONLY TRANSIT EXCEPT RIGHT TURNS"", ""RIGHT LANE TRANSIT ONLY EXCEPT RIGHT TURNS""]",1216523.599733561277390,887047.154171809554100,TetraTech_SignsLights_NAD83,0.000000000000000
"[""RIGHT LANE TRANSIT ONLY EXCEPT RIGHT TURN"", ""RIGHT LANE TRANSIT ONLY EXCEPT RIGHT TURNS"", ""RIGHT LANE TRANSIT ONLY EXCEPT RIGHT TURNS""]",1215220.196500465273857,887468.687777563929558,TetraTech_SignsLights_NAD83,0.000000000000000
"[""T-Intersection"", ""83rd PL NE"", ""83rd Pl NE"", """", ""BUMP""]",1215170.824880048632622,887495.313708558678627,TetraTech_SignsLights_NAD83,0.000000000000000
"[""RIGHT LANE MUST TURN RIGHT"", ""RIGHT LANE MUST TURN RIGHT"", ""RIGHT LANE MUST TURN RIGHT"", ""RIGHT LANE MUST TURN RIGHT"", """"]",1215009.136883214116096,887584.613070636987686,TetraTech_SignsLights_NAD83,0.000000000000000
"[""RIGHT LANE MUST TURN RIGHT"", ""RIGHT LANE MUST TURN RIGHT""]",1214880.747376218438148,887654.938061222434044,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1214782.215749144554138,887639.218604475259781,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1214777.334197223186493,887629.838045805692673,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1214734.996355384588242,887629.307206973433495,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """"]",1214769.769251719117165,887610.298386722803116,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1214733.359547644853592,887700.501290306448936,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1214728.501945808529854,887692.214889556169510,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """"]",1214745.230914965271950,887624.703541636466980,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """"]",1214745.129865303635597,887721.043243974447250,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1214739.002580970525742,887710.959930807352066,TetraTech_SignsLights_NAD83,0.000000000000000
"[""ONLY"", ""ONLY""]",1214729.311983555555344,887695.481287226080894,TetraTech_SignsLights_NAD83,0.000000000000000
"[""BUSES ONLY"", ""CURB LANE\nBUSES ONLY"", ""CURB LANE, BUSES ONLY""]",1214712.115495637059212,887764.097619816660881,TetraTech_SignsLights_NAD83,0.000000000000000
"[""SPEED LIMIT 35"", ""SPEED LIMIT 35"", ""SPEED LIMIT 35"", ""SPEED LIMIT 35"", ""SPEED LIMIT 35""]",1214567.470771804451942,887833.686391398310661,TetraTech_SignsLights_NAD83,0.000000000000000
"[""LEFT AT A FORK AHEAD"", ""LOT & U TURN AHEAD""]",1214294.950319468975067,887940.751465976238251,TetraTech_SignsLights_NAD83,0.000000000000000
"[""CLOSED"", """"]",1214218.008216142654419,888034.035400137305260,TetraTech_SignsLights_NAD83,0.000000000000000
"[""LUT 3 DRWN RICAT"", ""Stay in your lane"", """"]",1214204.502993807196617,887990.542376890778542,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1213973.366645053029060,888110.569695889949799,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1213924.969104051589966,888080.615687564015388,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """"]",1213934.719084560871124,888076.387349560856819,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1213894.681106895208359,888169.226074635982513,TetraTech_SignsLights_NAD83,0.000000000000000
"[""LEFT U-TURN AHEAD"", ""LEFT TURN AHEAD"", ""LEFT U-TURN AHEAD"", ""LEFT & U-TURN AHEAD""]",1214204.510867804288864,887990.906877472996712,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """"]",1213969.476889058947563,888101.532312393188477,TetraTech_SignsLights_NAD83,0.000000000000000
"[""left right"", ""none"", """", ""turn left"", """", ""left and right"", """", ""left, right""]",1213943.263686895370483,888073.280072316527367,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """", """", """", """"]",1213964.603211134672165,888092.516582399606705,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """", """", """", """", """", """", """", """", """"]",1213960.697379052639008,888082.749541565775871,TetraTech_SignsLights_NAD83,0.000000000000000
"[""NO DUMPING"", ""NO DUMPING"", ""NO DUMPING""]",1213745.211261466145515,888242.941478386521339,TetraTech_SignsLights_NAD83,0.000000000000000
"["""", """"]",1213716.918339058756828,888243.198695719242096,TetraTech_SignsLights_NAD83,0.000000000000000
"[""BUSES ONLY"", ""CURB LANE BUSSES ONLY NOT TIME"", ""CURB LANE BUSES ONLY RIGHT TURN OK""]",1213623.730205222964287,888268.968001142144203,TetraTech_SignsLights_NAD83,0.000000000000000
"[""RIGHT LANE MUST TURN RIGHT EXCEPT BIKES"", ""RIGHT LANE MUST TURN RIGHT EXCEPT BUSES"", ""STOP""]",1213393.275941714644432,888330.236251309514046,TetraTech_SignsLights_NAD83,0.000000000000000
